date,adj_close,30_mavg,26_ema,12_ema,MACD,Signal,Crossover,company
2000-02-14,21.046422958374,21.614099375406912,21.387094147817894,21.183152106011164,-0.20394204180673015,-0.1660975894586602,-0.037844452348069935,PEP
2000-02-15,21.123664855957,21.55874799092612,21.372946248238797,21.17815853961674,-0.19478770862205863,-0.16908040175639683,-0.025707306865661805,PEP
2000-02-16,21.0078048706055,21.518843587239594,21.35365727461961,21.16395815327088,-0.18969912134873113,-0.17121558930502026,-0.018483532043710865,PEP
2000-02-17,21.200891494751,21.503396606445325,21.345712700094904,21.1670171672193,-0.17869553287560436,-0.17198743616474446,-0.0067080967108598955,PEP
2000-02-18,21.1622772216797,21.45448150634767,21.336313831191443,21.16662688348389,-0.16968694770755377,-0.17175080596128728,0.002063858253733508,PEP
2000-02-22,21.4326038360596,21.39398142496746,21.341178457016944,21.188409258162125,-0.15276919885481988,-0.16980391145359483,0.017034712598774954,PEP
2000-02-23,21.123664855957,21.338630040486667,21.33033574421112,21.1831332045153,-0.14720253969581876,-0.16749168348223953,0.02028914378642077,PEP
2000-02-24,21.0078048706055,21.28199119567872,21.314461456456044,21.168910571853427,-0.145550884602617,-0.16525219674753577,0.01970131214491877,PEP
2000-02-25,20.2354602813721,21.208618036905936,21.261994393044883,21.09350556205045,-0.16848883099443412,-0.16558187616340356,-0.002906954831030567,PEP
2000-02-28,20.5443992614746,21.153266779581717,21.22750064242649,21.04931869612902,-0.17818194629747097,-0.16686292205386533,-0.011319024243605647,PEP
2000-02-29,19.8492870330811,21.069596227010102,21.16197477461346,20.9530928870466,-0.20888188756685722,-0.17112785812599943,-0.03775402944085779,PEP
2000-03-01,20.119607925415,20.993648592631033,21.112931721045364,20.886476381617882,-0.2264553394274813,-0.176735199567866,-0.04972013985961529,PEP
2000-03-02,19.5017280578613,20.893243408203137,21.037876565156502,20.776131283156182,-0.26174528200031943,-0.18533921957123273,-0.07640606242908671,PEP
2000-03-03,19.5403480529785,20.800561459859225,20.968776417961482,20.67792795315877,-0.2908484648027141,-0.19600507146069424,-0.09484339334201985,PEP
2000-03-06,19.154182434082,20.69500732421876,20.885801533536057,20.55714846641378,-0.3286530671222785,-0.20939976928756207,-0.11925329783471642,PEP
2000-03-07,18.9224758148193,20.59846420288087,20.79679905602069,20.427879077046384,-0.3689199789743043,-0.22549224479619598,-0.1434277341781083,PEP
2000-03-08,18.9286804199219,20.5227238337199,20.71280928889231,20.309578056027785,-0.403231232864524,-0.24340686594770056,-0.15982436691682345,PEP
2000-03-09,19.4717102050781,20.47280782063803,20.65744863197077,20.243593393938514,-0.4138552380322551,-0.2605730621636481,-0.15328217586860698,PEP
2000-03-10,19.083833694458,20.412536938985202,20.587783028758086,20.152425597948746,-0.43535743080934,-0.2781634209479586,-0.15719400986138138,PEP
2000-03-13,19.3165721893311,20.37160936991375,20.531909367297974,20.086830422539528,-0.4450789447584462,-0.29495110661587803,-0.1501278381425682,PEP
2000-03-14,19.0450439453125,20.303609275817884,20.467005894398742,20.005201097159407,-0.4618047972393349,-0.31172291380228295,-0.15008188343705192,PEP
2000-03-15,20.5965728759766,20.289901542663586,20.472624487418106,20.05147185309549,-0.42115263432261685,-0.3227168802428205,-0.09843575407979632,PEP
2000-03-16,21.1396064758301,20.31489067077638,20.501365896946794,20.136498632909113,-0.3648672640376809,-0.3269495883072713,-0.037917675730409606,PEP
2000-03-17,20.4802131652832,20.31661294301352,20.50045987477753,20.163323824914766,-0.3371360498627638,-0.32797207605370665,-0.009163973809057147,PEP
2000-03-20,20.635368347168,20.329943211873385,20.506205032578904,20.200123242554938,-0.30608179002396696,-0.3257756203732564,0.019693830349289454,PEP
2000-03-21,21.2947616577148,20.3729768117269,20.539600888121612,20.285370349763298,-0.2542305383583141,-0.3185992727322685,0.0643687343739544,PEP
2000-03-22,20.7905158996582,20.37989336649578,20.550171126626353,20.32467205824227,-0.22549906838408162,-0.30926368279390615,0.08376461440982452,PEP
2000-03-23,20.7905158996582,20.372650400797536,20.56024480284201,20.36088413160158,-0.19936067124043078,-0.2982462232183444,0.0988855519779136,PEP
2000-03-24,20.4414215087891,20.34089838663738,20.55528867790231,20.367139578212996,-0.1881490996893156,-0.2872120311657257,0.0990629314764101,PEP
2000-03-27,20.082633972168,20.30233580271404,20.535665926140666,20.34505816728654,-0.19060775885412795,-0.27753227658046553,0.08692451772633758,PEP
2000-03-28,20.1699047088623,20.27311852773032,20.520548678940298,20.33147331051205,-0.18907536842824868,-0.26867066135140333,0.07959529292315465,PEP
2000-03-29,20.635368347168,20.25684197743735,20.525273991400148,20.355028334055064,-0.17024565734508457,-0.2588122167970066,0.08856655945192204,PEP
2000-03-30,22.3032512664795,20.300023523966484,20.59814521399041,20.50594722105197,-0.09219799293844133,-0.24212650705341088,0.14992851411496955,PEP
2000-03-31,21.6438579559326,20.314789072672536,20.640835675191596,20.594047623389923,-0.04678805180167345,-0.22256703822293117,0.17577898642125772,PEP
2000-04-03,22.4196357727051,20.356701024373383,20.713179909251267,20.73531942010868,0.02213951085741428,-0.19806749790465442,0.2202070087620687,PEP
2000-04-04,22.6135692596436,20.39606653849285,20.790189416417313,20.88059940164419,0.09040998522687715,-0.1691891062503892,0.25959909147726634,PEP
2000-04-05,22.8075084686279,20.452194658915214,20.871653286407454,21.02957971248759,0.15792642608013452,-0.13644628345946844,0.29437270953960293,PEP
2000-04-06,22.846305847168,20.51347802480063,20.95112832728136,21.169986027658897,0.21885770037753716,-0.10088532026945649,0.31974302064699367,PEP
2000-04-07,22.3420448303223,20.583697509765635,21.006930232581897,21.260536198553332,0.2536059659714347,-0.0654087486010871,0.3190147145725218,PEP
2000-04-10,22.497200012207,20.648790868123385,21.06653438636433,21.356045654791057,0.28951126842672537,-0.029892020201393112,0.31940328862811845,PEP
2000-04-11,23.0014457702637,20.753862826029472,21.14369394669708,21.483083259902376,0.3393893132052952,0.007059266029947583,0.3323300471753476,PEP
2000-04-12,23.1178169250488,20.853803126017265,21.222194187687897,21.60926141582491,0.38706722813701333,0.04508150377417135,0.34198572436284197,PEP
2000-04-13,22.6135692596436,20.95753116607667,21.277371182726508,21.6867593201305,0.40938813740399027,0.08153066613627964,0.32785747126771064,PEP
2000-04-14,22.6135692596436,21.059971872965505,21.33022161698013,21.758259728424203,0.42803811144407433,0.11619724552531775,0.3118408659187566,PEP
2000-04-17,22.7299308776855,21.17916348775229,21.385445167386774,21.833204269084657,0.44775910169788347,0.1493670672004304,0.2983920344974531,PEP
2000-04-18,22.3032512664795,21.291856002807627,21.4215686156173,21.869451290478356,0.4478826748610558,0.1792296767881735,0.26865299807288234,PEP
2000-04-19,21.9153785705566,21.391412607828787,21.440959208235007,21.8729922342258,0.4320330259907941,0.20451843260204233,0.22751459338875174,PEP
2000-04-20,23.0790309906006,21.51165663401287,21.50513875566976,21.965960173381934,0.4608214177121752,0.230156414577125,0.23066500313505023,PEP
2000-04-24,23.5057010650635,21.659052213033053,21.58335305338854,22.08463240460389,0.5012793512153522,0.2572760229852706,0.24400332823008158,PEP
2000-04-25,23.2341728210449,21.78963890075685,21.647761137899824,22.17321750159738,0.5254563636975575,0.28410056870008477,0.24135579499747278,PEP
2000-04-26,23.4281311035156,21.935741806030286,21.717086549584703,22.26990942832995,0.5528228787452463,0.31097867188476935,0.24184420686047692,PEP
2000-04-27,23.2341728210449,22.02366180419923,21.7760478902238,22.344197085178102,0.5681491949543016,0.3367007818543379,0.23144841309996372,PEP
2000-04-28,22.7687187194824,22.07796554565431,21.814557511171994,22.37689873544186,0.5623412242698649,0.35926881983395925,0.20307240443590563,PEP
2000-05-01,22.9626655578613,22.160713958740246,21.859019040548663,22.42201648324384,0.5629974426951776,0.3796449273801619,0.18335251531501567,PEP
2000-05-02,23.2729663848877,22.248633893330904,21.913683118048226,22.487552957086635,0.5738698390384087,0.3990702029867444,0.17479963605166432,PEP
2000-05-03,23.3117580413818,22.315867106119804,21.967645944956296,22.551023784257847,0.5833778393015514,0.4175033446226722,0.16587449467887921,PEP
2000-05-04,22.7687187194824,22.381807200113943,21.998517524512472,22.56778672003391,0.5692691955214393,0.4326816920144115,0.1365875035070278,PEP
2000-05-05,23.2729663848877,22.464555549621593,22.047558376804513,22.6220826506041,0.5745242737995859,0.4468674325414796,0.12765684125810633,PEP
2000-05-08,23.5444946289062,22.567991320292165,22.105077553673617,22.69309940443043,0.5880218507568138,0.46098420199024703,0.12703764876656676,PEP
2000-05-09,23.3893260955811,22.678214391072604,22.154355913499217,22.7466984884501,0.5923425749508837,0.4741211512173702,0.11822142373351352,PEP
2000-05-10,24.3202457427979,22.816559092203786,22.237353301178366,22.867830673569582,0.6304773723912156,0.48975796450572295,0.14071940788549264,PEP
2000-05-11,24.8244915008545,22.956196530660005,22.336365969638635,23.018446444480322,0.6820804748416869,0.5089915341854179,0.173088940656269,PEP
2000-05-12,24.5141830444336,23.02989425659181,22.41961073079854,23.133576064077968,0.7139653332794289,0.5294901789360594,0.18447515434336947,PEP
2000-05-15,24.4366245269775,23.12298647562664,22.496617556149438,23.23386922843633,0.7372516722868916,0.5502674821030769,0.18698419018381474,PEP
2000-05-16,24.2814636230469,23.185047403971364,22.564682832539564,23.314496948423226,0.7498141158836624,0.5702231428642232,0.17959097301943927,PEP
2000-05-17,24.2038917541504,23.23805815378826,22.62712565647744,23.38294605022963,0.7558203937521917,0.5887837028434283,0.16703669090876339,PEP
2000-05-18,24.5238952636719,23.29527104695639,22.699303571995447,23.47075177241066,0.7714482004152146,0.6070508921252238,0.16439730828999077,PEP
2000-05-19,24.359037399292,23.345695432027192,22.76239744153194,23.539110467515663,0.7767130259837209,0.6240177237041894,0.15269530227953154,PEP
2000-05-22,24.6693439483643,23.42327206929526,22.834818180244774,23.626085600916802,0.7912674206720283,0.6407432418616639,0.1505241788103644,PEP
2000-05-23,24.4754009246826,23.48921209971111,22.89706460424598,23.691441199069185,0.7943765948232056,0.6561070305841743,0.13826956423903125,PEP
2000-05-24,25.2899551391602,23.565495745340993,22.98777277445062,23.8144448971397,0.8266721226890823,0.6731639928514437,0.15350812983763862,PEP
2000-05-25,24.7857151031494,23.62109235127768,23.055868761309,23.889181033912116,0.8333122726031164,0.6891792036743736,0.14413306892874278,PEP
2000-05-26,25.4451065063477,23.715476926167817,23.14628399689335,24.008901683586334,0.8626176866929853,0.7065234251325302,0.15609426156045514,PEP
2000-05-30,25.4451065063477,23.809861501057956,23.23320764257437,24.119408010530258,0.8862003679558867,0.7244914673347349,0.16170890062115184,PEP
2000-05-31,25.2511577606201,23.893902397155774,23.309451766633607,24.20648680164107,0.8970350350074625,0.7417461247977811,0.15528891020968139,PEP
2000-06-01,24.86328125,23.97923672993979,23.368116281283314,24.25702076410871,0.8889044828253958,0.7564621914108696,0.13244229141452624,PEP
2000-06-02,25.0184364318848,24.08267199198406,23.43037909168884,24.31560330565319,0.8852242139643494,0.76933857542689,0.11588563853745937,PEP
2000-06-05,24.5141830444336,24.130510393778493,23.47124031771572,24.330881584439894,0.8596412667241751,0.7783689592807349,0.08127230744344016,PEP
2000-06-06,25.4451065063477,24.1951572418213,23.5456089539028,24.416606287614737,0.8709973337119372,0.7876319026346013,0.08336543107733596,PEP
2000-06-07,25.7269096374512,24.278248469034843,23.627740492692805,24.51741523734776,0.889674744654954,0.7978362918441908,0.0918384528107632,PEP
2000-06-08,26.42746925354,24.378226407368988,23.73309258135805,24.664364515665394,0.9312719343073432,0.8111799796715649,0.12009195463577838,PEP
2000-06-09,25.6879711151123,24.460019683837903,23.806609922062616,24.743114390617183,0.9365044685545669,0.8237125330218105,0.11279193553275646,PEP
2000-06-12,26.1355724334717,24.572248140970878,23.8941455796202,24.850240242014046,0.9560946623938449,0.8369508452691731,0.11914381712467181,PEP
2000-06-13,26.6609973907471,24.695525868733736,23.998082582529815,24.989545691497533,0.9914631089677179,0.8524021759594782,0.13906093300823974,PEP
2000-06-14,27.08913230896,24.822731399536146,24.11413682393234,25.151069948097696,1.0369331241653548,0.8708553829090606,0.16607774125629415,PEP
2000-06-15,27.0113010406494,24.94604949951173,24.222856332085826,25.29417903633863,1.071322704252804,0.8909022246747309,0.18042047957807306,PEP
2000-06-16,27.2448272705078,25.095253117879242,24.33620391657886,25.44424282795489,1.1080389113760312,0.9126160002174767,0.19542291115855448,PEP
2000-06-19,27.2059097290039,25.226351229349785,24.443789714919255,25.57976727700502,1.1359775620857633,0.9349522553470527,0.20102530673871055,PEP
2000-06-20,25.6101417541504,25.295206133524587,24.48749666157657,25.58210396003391,1.094607298457337,0.9509178233083858,0.14368947514895114,PEP
2000-06-21,26.3107223510742,25.392586008707692,24.555788981050895,25.63815562021943,1.0823666391685336,0.964062752059077,0.1183038871094566,PEP
2000-06-22,26.1161060333252,25.452448018391937,24.614209040649904,25.674923514125528,1.060714473475624,0.973727955412051,0.08698651806357294,PEP
2000-06-23,26.1939563751221,25.498096847534192,24.673332699854477,25.714851602314678,1.0415189024602007,0.9805070698191514,0.06101183264104937,PEP
2000-06-26,27.1280555725098,25.585225931803397,24.76516749079986,25.823565841816528,1.0583983510166668,0.988296218312895,0.07010213270377175,PEP
2000-06-27,27.0502147674561,25.672345606486015,24.850622471131278,25.91792845252744,1.0673059813961636,0.9961972132211148,0.07110876817504885,PEP
2000-06-28,27.0307674407959,25.76398906707765,24.93212499493005,26.003535639647946,1.071410644717897,1.0037185723063589,0.06769207241153818,PEP
2000-06-29,26.6220817565918,25.844595400492363,24.995280414166256,26.051118258927996,1.05583784476174,1.0089305094902141,0.04690733527152591,PEP
2000-06-30,27.6729545593262,25.949564043680837,25.09531443577056,26.175880098055227,1.0805656622846662,1.016094037063374,0.06447162522129224,PEP
2000-07-03,26.7777633666992,26.030188242594413,25.158148085338546,26.222180592578333,1.0640325072397872,1.0208878914853072,0.04314461575447992,PEP
2000-07-05,27.0113010406494,26.108253479003917,25.227335526060756,26.28288432159134,1.0555487955305836,1.024353986708,0.03119480882258352,PEP
2000-07-06,27.3226757049561,26.203162638346367,25.305541722025435,26.362870896596853,1.057329174571418,1.0276515096197938,0.02967766495162416,PEP
2000-07-07,26.42746925354,26.241079775492363,25.34740438739859,26.367840151366572,1.0204357639679813,1.0269299342421414,-0.006494170274160105,PEP
2000-07-10,25.4933605194092,26.264667956034355,25.35284896901738,26.300570608128503,0.9477216391111227,1.0190090967022876,-0.07128745759116484,PEP
2000-07-11,25.2987689971924,26.259790039062512,25.35083216734761,26.22350695850319,0.8726747911555819,1.004375652801412,-0.13170086164583017,PEP
