date,adj_close,30_mavg,26_ema,12_ema,MACD,Signal,Crossover,company
2000-02-14,4.43766260147095,4.94830207824707,4.913651099157663,4.872768768362391,-0.040882330795271926,-0.013850706215014982,-0.027031624580256944,IRM
2000-02-15,4.59483051300049,4.925497436523438,4.896528319815865,4.849437665807869,-0.04709065400799606,-0.017306548433318334,-0.029784105574677724,IRM
2000-02-16,4.59483051300049,4.908239873250325,4.880590818910469,4.828214055202543,-0.05237676370792599,-0.020938271860495867,-0.031438491847430125,IRM
2000-02-17,4.94614458084106,4.908239873250325,4.883999938069749,4.837981682728649,-0.04601825534110038,-0.023526246797575267,-0.02249200854352511,IRM
2000-02-18,4.84444856643677,4.906390873591105,4.8819734044888845,4.83851416132128,-0.04345924316760463,-0.02557657179347271,-0.017882671374131923,IRM
2000-02-22,4.74275255203247,4.90176830291748,4.8749398878197825,4.83067169514848,-0.044268192671302664,-0.02749372316125746,-0.016774469510045204,IRM
2000-02-23,4.63181018829346,4.88512708346049,4.862820252570842,4.8144663717116885,-0.048353880859153264,-0.029627816641639337,-0.018726064217513928,IRM
2000-02-24,4.5116229057312,4.86263058980306,4.845535061605312,4.789899712834372,-0.055635348770939785,-0.03228239287313852,-0.023352955897801266,IRM
2000-02-25,4.32671976089478,4.840750471750895,4.820307364073896,4.752483592048189,-0.06782377202570711,-0.035902592198837124,-0.03192117982686998,IRM
2000-02-28,4.31747627258301,4.817021369934082,4.7961370074061955,4.717478329715759,-0.07865867769043611,-0.04024959241617351,-0.038409085274262594,IRM
2000-02-29,4.5116229057312,4.800071954727173,4.782610052447338,4.700971594654614,-0.0816384577927245,-0.04445057315841896,-0.037187884634305536,IRM
2000-03-01,4.50237989425659,4.788977845509847,4.769425305954189,4.68509910061253,-0.08432620534165913,-0.04849189728165756,-0.035834308060001575,IRM
2000-03-02,4.54860353469849,4.779424524307251,4.759138702935613,4.674222310655846,-0.08491639227976666,-0.05217848450294719,-0.03273790777681947,IRM
2000-03-03,4.63181018829346,4.7686385154724125,4.753263409722598,4.670851969040476,-0.08241144068212147,-0.05523471177554489,-0.027176728906576582,IRM
2000-03-06,4.91840982437134,4.76247509320577,4.760814963839104,4.690474609653502,-0.07034035418560247,-0.0567600685255982,-0.013580285660004271,IRM
2000-03-07,4.74275255203247,4.748607381184896,4.759996149423663,4.69460873258149,-0.06538741684217264,-0.05763039957494653,-0.007757017267226114,IRM
2000-03-08,4.70577049255371,4.739670403798422,4.75755818846932,4.695489501514149,-0.06206868695517098,-0.05807774226459692,-0.0039909446905740595,IRM
2000-03-09,4.76124286651611,4.7331988175710045,4.757722547785892,4.7006677806019175,-0.05705476718397495,-0.05797471639967831,0.0009199492157033543,IRM
2000-03-10,4.64105558395386,4.7227209885915125,4.752557577489412,4.695981712802746,-0.05657586468666587,-0.05783393548369253,0.001258070797026667,IRM
2000-03-13,4.77048826217651,4.714092286427816,4.7533456867273784,4.701828755029195,-0.05151693169818383,-0.05719859689149196,0.005681665193308129,IRM
2000-03-14,4.79822254180908,4.7113187154134115,4.755304615696019,4.709381703697353,-0.04592291199866594,-0.05606518706273417,0.010142275064068229,IRM
