date,adj_close,30 SMA,company
2000-02-14,11.8469905853271,14.028478463490803,IR
2000-02-15,12.4231386184692,13.935807450612382,IR
2000-02-16,12.2430925369263,13.847294489542639,IR
2000-02-17,12.0450382232666,13.752777194976803,IR
2000-02-18,11.7029542922974,13.619964536031087,IR
2000-02-22,11.7389631271362,13.463849735260006,IR
2000-02-23,10.7487125396729,13.286081409454344,IR
2000-02-24,10.2985992431641,13.099285602569582,IR
2000-02-25,10.1905708312988,12.917255179087322,IR
2000-02-28,10.6947021484375,12.763981342315674,IR
2000-02-29,11.036789894104,12.622110430399577,IR
2000-03-01,10.8927526473999,12.478426551818847,IR
2000-03-02,10.352614402771,12.326299667358398,IR
2000-03-03,10.6226806640625,12.196472009023033,IR
2000-03-06,10.7487125396729,12.09400294621786,IR
2000-03-07,10.0465354919434,11.977689743042,IR
2000-03-08,10.082540512085,11.874529012044281,IR
2000-03-09,10.3346090316772,11.74809710184734,IR
2000-03-10,10.3706169128418,11.636012999216723,IR
2000-03-13,10.2265815734863,11.527494080861418,IR
2000-03-14,10.1905708312988,11.417177359263112,IR
2000-03-15,11.018780708313,11.34402929941814,IR
2000-03-16,12.3691234588623,11.312307071685801,IR
2000-03-17,11.6669492721558,11.263155142466239,IR
2000-03-20,11.9190111160278,11.215831661224374,IR
2000-03-21,12.2971067428589,11.194856357574471,IR
2000-03-22,12.0990552902222,11.173853047688812,IR
2000-03-23,12.207088470459,11.171988773345959,IR
2000-03-24,12.1890811920166,11.194026533762626,IR
2000-03-27,11.6849517822266,11.209630489349378,IR
2000-03-28,11.9730272293091,11.213831710815445,IR
2000-03-29,12.3691234588623,11.212031205495215,IR
2000-03-30,13.089301109314,11.24023815790814,IR
2000-03-31,12.7472114562988,11.263643932342545,IR
2000-04-03,12.7472114562988,11.298452504475925,IR
2000-04-04,13.539421081543,11.35846776962282,IR
2000-04-05,13.1253128051758,11.437687778472915,IR
2000-04-06,13.0352954864502,11.528910986582451,IR
2000-04-07,12.7112045288086,11.612932109832778,IR
2000-04-10,13.107310295105,11.693352381388362,IR
2000-04-11,12.9812755584717,11.758168570200617,IR
2000-04-12,13.485405921936,11.844590346018487,IR
2000-04-13,13.8995084762573,11.962820148468031,IR
2000-04-14,12.0810508728027,12.01143248875937,IR
2000-04-17,12.5491666793823,12.071447626749684,IR
2000-04-18,12.4771490097046,12.152468077341723,IR
2000-04-19,11.8829984664917,12.212483342488612,IR
2000-04-20,12.6932048797607,12.291103204091396,IR
2000-04-24,13.1973352432251,12.385327148437506,IR
2000-04-25,13.3233652114868,12.488553269704191,IR
2000-04-26,13.0712995529175,12.584577560424812,IR
2000-04-27,13.539421081543,12.668598906199147,IR
2000-04-28,13.5214166641235,12.707008679707853,IR
2000-05-01,13.4133863449097,12.76522324879965,IR
2000-05-02,13.6654500961304,12.823437881469737,IR
2000-05-03,13.3773775100708,12.859446907043466,IR
2000-05-04,13.1253128051758,12.893655490875252,IR
2000-05-05,13.3593702316284,12.932064882914233,IR
2000-05-08,13.4313926696777,12.973475265502936,IR
2000-05-09,13.1973352432251,13.023888047536218,IR
2000-05-10,13.0352954864502,13.059296989440922,IR
2000-05-11,13.2153358459473,13.087504069010423,IR
2000-05-12,13.3729209899902,13.096958065032961,IR
2000-05-15,13.9692802429199,13.137693691253666,IR
2000-05-16,14.6921415328979,13.20252469380697,IR
2000-05-17,14.3307056427002,13.228900845845542,IR
2000-05-18,14.1861419677734,13.264261817932129,IR
2000-05-19,13.8066349029541,13.289973131815593,IR
2000-05-22,13.8247098922729,13.327089977264402,IR
2000-05-23,13.4452037811279,13.338353093465166,IR
2000-05-24,13.7343492507935,13.363455549875892,IR
2000-05-25,13.2644882202148,13.356091626485187,IR
2000-05-26,13.1560621261597,13.331310081481934,IR
2000-05-30,13.5355567932129,13.379793612162274,IR
2000-05-31,13.1741313934326,13.400625769297283,IR
2000-06-01,14.1138601303101,13.455182806650802,IR
2000-06-02,14.1499938964844,13.53074932098389,IR
2000-06-05,13.8969974517822,13.570875740051275,IR
2000-06-06,13.7162828445435,13.588173993428557,IR
2000-06-07,12.8488483428955,13.572356764475511,IR
2000-06-08,12.7042770385742,13.56012268066407,IR
2000-06-09,12.740421295166,13.533489354451502,IR
2000-06-12,12.8488483428955,13.511070410410571,IR
2000-06-13,12.5054893493652,13.480807177225753,IR
2000-06-14,12.8488483428955,13.45358711878459,IR
2000-06-15,12.740421295166,13.432355244954431,IR
2000-06-16,12.5235576629639,13.412296740214035,IR
2000-06-19,12.0536994934082,13.368774382273362,IR
2000-06-20,11.8006992340088,13.314417934417731,IR
2000-06-21,11.5115528106689,13.25822518666586,IR
2000-06-22,11.4754085540771,13.206228955586756,IR
2000-06-23,11.692271232605,13.155460135142011,IR
2000-06-26,11.7103404998779,13.1000407854716,IR
2000-06-27,12.4151277542114,13.048235702514651,IR
2000-06-28,12.0085210800171,12.958781687418623,IR
2000-06-29,11.8187685012817,12.87505044937134,IR
2000-06-30,11.6380529403687,12.790114148457851,IR
2000-07-03,12.0898427963257,12.73288774490357,IR
2000-07-05,12.1982707977295,12.67867310841879,IR
2000-07-06,11.909125328064,12.627470493316661,IR
2000-07-07,11.9272003173828,12.567232195536304,IR
2000-07-10,12.2705564498901,12.534101136525482,IR
2000-07-11,12.6681337356567,12.517836856842047,IR
2000-07-12,12.6139163970947,12.487115510304774,IR
2000-07-13,13.0476331710815,12.482898902893071,IR
2000-07-14,12.9934206008911,12.445550918579103,IR
2000-07-17,12.7133092880249,12.397661431630455,IR
2000-07-18,13.1199207305908,12.371758874257408,IR
2000-07-19,12.1259860992432,12.318748982747397,IR
2000-07-20,12.0175609588623,12.291039403279624,IR
2000-07-21,11.8006992340088,12.260920143127443,IR
2000-07-24,11.5115528106689,12.219957860310872,IR
2000-07-25,11.3308382034302,12.169357522328694,IR
2000-07-26,11.1320505142212,12.123576227823895,IR
2000-07-27,11.2404832839966,12.06996405919393,IR
2000-07-28,11.0055484771729,12.012134965260827,IR
2000-07-31,11.3489093780518,11.972980022430423,IR
2000-08-01,11.2043380737305,11.944667975107835,IR
2000-08-02,11.1681938171387,11.923584461212165,IR
2000-08-03,11.0236234664917,11.907320149739594,IR
2000-08-04,11.2043380737305,11.898284467061375,IR
2000-08-07,11.4211931228638,11.889248530070002,IR
2000-08-08,11.6199855804443,11.886236699422216,IR
2000-08-09,11.5296239852905,11.856719907124852,IR
2000-08-10,11.2946939468384,11.832925669352228,IR
2000-08-11,11.909125328064,11.835937563578307,IR
2000-08-14,11.9584817886353,11.846618525187193,IR
2000-08-15,12.3395586013794,11.85494238535565,IR
2000-08-16,12.84765625,11.876588567098,IR
2000-08-17,12.3032703399658,11.889726734161394,IR
2000-08-18,11.9766283035278,11.89137433369956,IR
2000-08-21,11.994779586792,11.88218177159629,IR
2000-08-22,12.2306852340698,11.867600154876728,IR
2000-08-23,11.8677530288696,11.842728042602557,IR
2000-08-24,11.6318454742432,11.795535119374616,IR
2000-08-25,11.6862869262695,11.751963996887229,IR
2000-08-28,11.9584817886353,11.726803080240908,IR
2000-08-29,13.3013181686401,11.732849661509217,IR
2000-08-30,12.9383888244629,11.759929752349873,IR
2000-08-31,13.233268737793,11.800453344980896,IR
2000-09-01,13.6279554367065,11.861361885070819,IR
2000-09-05,13.900146484375,11.940981674194356,IR
2000-09-06,13.7912721633911,12.022996139526388,IR
2000-09-07,13.3920564651489,12.09832967122398,IR
2000-09-08,12.84765625,12.151902103424094,IR
2000-09-11,12.7932233810425,12.211491266886412,IR
2000-09-12,13.0291233062744,12.267498397827165,IR
2000-09-13,13.0654144287109,12.32953427632651,IR
2000-09-14,13.1017074584961,12.393984731038422,IR
2000-09-15,12.3214111328125,12.437244319915782,IR
2000-09-18,11.5411157608032,12.448470242818207,IR
2000-09-19,10.3615970611572,12.413150374094652,IR
2000-09-20,10.4341859817505,12.37362372080486,IR
2000-09-21,10.3978910446167,12.335899289449065,IR
2000-09-22,9.9442310333252,12.290883858998626,IR
2000-09-25,10.0531101226807,12.229016685485849,IR
2000-09-26,9.90793991088867,12.160665289560962,IR
2000-09-27,9.49057006835938,12.06569900512696,IR
2000-09-28,9.90793991088867,11.967708460489916,IR
2000-09-29,9.8535041809082,11.88604958852133,IR
2000-10-02,9.74462509155273,11.811649481455495,IR
2000-10-03,10.2890129089355,11.754790592193611,IR
2000-10-04,10.3615970611572,11.692487653096524,IR
2000-10-05,10.3071594238281,11.640467866261808,IR
2000-10-06,9.90793991088867,11.583004347483323,IR
2000-10-09,10.2890129089355,11.536428546905523,IR
2000-10-10,10.0894002914429,11.474125830332444,IR
2000-10-11,10.1438398361206,11.368876552581794,IR
2000-10-12,9.8535041809082,11.266047064463304,IR
2000-10-13,9.63574123382568,11.146129480997727,IR
2000-10-16,9.56315898895264,11.010636266072598,IR
2000-10-17,9.30910778045654,10.85760164260865,IR
2000-10-18,8.85544395446777,10.693074035644539,IR
2000-10-19,8.98247337341309,10.546087932586678,IR
2000-10-20,9.39984035491943,10.431160736083992,IR
2000-10-23,9.65388774871826,10.326516215006517,IR
2000-10-24,9.8535041809082,10.220662244160978,IR
2000-10-25,9.54500865936279,10.103315385182707,IR
2000-10-26,9.61759376525879,9.987178262074798,IR
2000-10-27,9.61759376525879,9.897051016489675,IR
2000-10-30,10.4886274337769,9.861968072255463,IR
2000-10-31,10.960431098938,9.881929206848156,IR
2000-11-01,10.960431098938,9.899470710754406,IR
2000-11-02,10.7063837051392,9.909753799438489,IR
2000-11-03,10.670090675354,9.93394912083945,IR
2000-11-06,10.9241390228271,9.962983417510996,IR
2000-11-07,10.887845993042,9.995646953582773,IR
2000-11-08,11.1237506866455,10.050086307525644,IR
2000-11-09,11.0511627197266,10.088193734486909,IR
2000-11-10,10.7063837051392,10.116623051961277,IR
2000-11-13,10.7742033004761,10.150942325592053,IR
2000-11-14,10.9200391769409,10.171976534525568,IR
2000-11-15,11.08411693573,10.19606053034466,IR
2000-11-16,10.9018087387085,10.215882174174006,IR
2000-11-17,10.9929628372192,10.25204960505169,IR
2000-11-20,10.938271522522,10.273691558837905,IR
2000-11-21,11.2481908798218,10.31231791178387,IR
2000-11-22,11.2117319107056,10.347914314270037,IR
2000-11-24,11.5034132003784,10.40291128158571,IR
2000-11-27,11.4487247467041,10.463344065348325,IR
2000-11-28,11.3211107254028,10.521942456563329,IR
2000-11-29,11.8497924804688,10.606631946563738,IR
2000-11-30,11.7404108047485,10.702797508239762,IR
2000-12-01,12.2144050598145,10.810528564453142,IR
2000-12-04,12.7795505523682,10.923185571034768,IR
2000-12-05,12.9253911972046,11.032235685984313,IR
2000-12-06,12.2326354980469,11.111540063222268,IR
2000-12-07,12.1597089767456,11.198696740468362,IR
2000-12-08,12.1961717605591,11.284649340311706,IR
2000-12-11,12.177942276001,11.369994290669778,IR
2000-12-12,12.2873296737671,11.429951032002784,IR
2000-12-13,11.6127967834473,11.451696554819762,IR
2000-12-14,11.3028802871704,11.463111527760843,IR
2000-12-15,11.1023464202881,11.476310284932472,IR
2000-12-18,11.3575744628906,11.499226411183692,IR
2000-12-19,11.3758020401001,11.514281845092793,IR
2000-12-20,11.1388063430786,11.522647190094013,IR
2000-12-21,11.4122648239136,11.532264328002949,IR
2000-12-22,11.8315677642822,11.558277829488135,IR
2000-12-26,11.9227151870728,11.598822212219256,IR
2000-12-27,12.0503311157227,11.64135980606081,IR
2000-12-28,12.1414775848389,11.68207441965741,IR
2000-12-29,12.2144050598145,11.719750690460227,IR
2001-01-02,11.8497924804688,11.751350148518904,IR
2001-01-03,12.0503311157227,11.786595757802356,IR
2001-01-04,12.8524732589722,11.850402482350697,IR
2001-01-05,12.3784770965576,11.888078689575226,IR
2001-01-08,12.177942276001,11.920285701751737,IR
2001-01-09,12.2508687973022,11.945200888315863,IR
2001-01-10,12.1232557296753,11.967685254414903,IR
2001-01-11,11.9591779708862,11.988954162597683,IR
2001-01-12,11.3028802871704,11.970723756154403,IR
2001-01-16,11.6674880981445,11.968292999267602,IR
2001-01-17,11.6310272216797,11.948847071329775,IR
2001-01-18,11.4487247467041,11.904486211140972,IR
2001-01-19,11.3393449783325,11.851618003845235,IR
2001-01-22,11.3393449783325,11.821841653188091,IR
