date,adj_close,20_ma,20_sd,Upper_Band,Lower_Band,company
2000-01-31,30.2701740264893,24.8465085029602,4.932493076764354,34.71149465648891,14.981522349431494,SBAC
2000-02-01,33.0787467956543,25.60170249938965,4.981038785048081,35.56378006948581,15.639624929293488,SBAC
2000-02-02,33.9525260925293,26.41306800842285,4.9520603586589305,36.31718872574071,16.508947291104988,SBAC
2000-02-03,34.9511299133301,27.31181135177612,4.777279314763079,36.86636998130228,17.757252722249966,SBAC
2000-02-04,34.4518280029297,28.18871021270752,4.3595556083519424,36.907821429411406,19.469598996003633,SBAC
2000-02-07,35.3256072998047,29.037523460388183,3.979032138164459,36.9955877367171,21.079459184059264,SBAC
2000-02-08,34.5766525268555,29.66789197921753,3.7947045137072073,37.25730100663194,22.078482951803114,SBAC
2000-02-09,33.7028732299805,30.06109209060669,3.784479454438435,37.63005099948356,22.49213318172982,SBAC
2000-02-10,34.7014770507812,30.660254192352294,3.4985645790019286,37.65738335035615,23.663125034348436,SBAC
2000-02-11,34.8263053894043,31.13147039413452,3.3859211862499543,37.90331276663443,24.359628021634613,SBAC
2000-02-14,34.8263053894043,31.621410369873047,3.1574255210688658,37.93626141201078,25.306559327735314,SBAC
2000-02-15,35.013542175293,31.97716293334961,3.116447147343494,38.2100572280366,25.744268638662625,SBAC
2000-02-16,34.0773506164551,32.33915672302246,2.901054417919427,38.14126555886131,26.537047887183608,SBAC
2000-02-17,31.5808429718018,32.57632513046265,2.606548200664363,37.789421531791376,27.363228729133922,SBAC
2000-02-18,27.7112522125244,32.62001399993896,2.510862026689897,37.641738053318754,27.59828994655917,SBAC
2000-02-22,30.0829372406006,32.707391834259035,2.3809563671614504,37.46930456858193,27.945479099936133,SBAC
2000-02-23,30.8318901062012,32.726115703582764,2.363741461891932,37.45359862736663,27.9986327797989,SBAC
2000-02-24,33.2035713195801,32.8134934425354,2.3465575555720903,37.506608553679584,28.120378331391223,SBAC
2000-02-25,35.9497337341309,33.16612539291382,2.2551829577574805,37.67649130842878,28.65575947739886,SBAC
2000-02-28,35.9497337341309,33.45322399139404,2.2240219757147086,37.90126794282346,29.00518003996462,SBAC
