date,adj_close,20_ma,20_sd,Upper_Band,Lower_Band,company
2000-01-31,28.4840316772461,32.02970037460328,3.101291399208927,38.23228317302113,25.827117576185426,HON
2000-02-01,28.1873378753662,31.757100486755377,3.1906835470334505,38.13846758082228,25.375733392688474,HON
2000-02-02,28.6323776245117,31.536423301696782,3.24894828213486,38.0343198659665,25.038526737427063,HON
2000-02-03,28.1873378753662,31.31574621200562,3.321912671433882,37.959571554873385,24.671920869137857,HON
2000-02-04,28.113151550293,31.059834766387944,3.363457781893867,37.78675033017568,24.33291920260021,HON
2000-02-07,26.7037830352783,30.64444313049317,3.3627348382421367,37.36991280697744,23.918973454008896,HON
2000-02-08,26.8521385192871,30.227197265625005,3.284934798786113,36.79706686319723,23.65732766805278,HON
2000-02-09,25.9620037078857,29.778424930572516,3.220024478903262,36.21847388837904,23.33837597276599,HON
2000-02-10,25.66530418396,29.298127746582036,3.07053523580228,35.4391982181866,23.157057274977475,HON
2000-02-11,25.0718879699707,28.775178337097174,2.8347465701515984,34.44467147740037,23.105685196793978,HON
2000-02-14,25.2944145202637,28.26335525512696,2.4485976712425863,33.16055059761213,23.366159912641788,HON
2000-02-15,27.4826354980469,27.88690624237061,1.8659441939272956,31.618794630225203,24.155017854516018,HON
2000-02-16,26.7431678771973,27.61442031860352,1.5800550977726142,30.77453051414875,24.454310123058292,HON
2000-02-17,27.6743392944336,27.429290580749516,1.309811726617633,30.048914033984783,24.80966712751425,HON
2000-02-18,26.4079475402832,27.227201461792,1.116852155134296,29.460905772060592,24.993497151523407,HON
2000-02-22,28.1585521697998,27.218345451354985,1.1082692476808764,29.434883946716738,25.00180695599323,HON
2000-02-23,26.9294090270996,27.15359506607056,1.0839597576477342,29.32151458136603,24.985675550775092,HON
2000-02-24,27.2646369934082,27.103752040863043,1.0528058334626806,29.209363707788405,24.99814037393768,HON
2000-02-25,27.7488307952881,27.118916225433356,1.0601466140144777,29.239209453462312,24.9986229974044,HON
2000-02-28,28.6055030822754,27.208439540863044,1.1076674235467934,29.42377438795663,24.993104693769457,HON
2000-02-29,28.6799926757812,27.2182375907898,1.1203389665018646,29.45891552379353,24.977559657786074,HON
2000-03-01,28.6799926757812,27.242870330810554,1.1478461690144177,29.53856266883939,24.947177992781718,HON
2000-03-02,27.3391246795654,27.178207683563237,1.1009176781721048,29.380043039907445,24.97637232721903,HON
2000-03-03,27.1156387329102,27.124622726440435,1.0749912882169834,29.274605302874402,24.97464015000647,HON
2000-03-06,26.4079475402832,27.039362525939946,1.0599793239340056,29.159321173807957,24.919403878071936,HON
2000-03-07,24.9180774688721,26.950077247619635,1.1602033999640824,29.2704840475478,24.62967044769147,HON
2000-03-08,25.4395313262939,26.879446887969976,1.2084733886040226,29.296393665178023,24.46250011076193,HON
2000-03-09,26.2217082977295,26.892432117462164,1.1994581326807707,29.291348382823706,24.49351585210062,HON
2000-03-10,27.041145324707,26.961224174499517,1.1643141676682223,29.28985250983596,24.632595839163073,HON
2000-03-13,26.5941734313965,27.037338447570807,1.0810859414348073,29.19951033044042,24.875166564701193,HON
2000-03-14,26.8176651000977,27.113500976562506,1.0026451171868471,29.1187912109362,25.10821074218881,HON
2000-03-15,27.3763751983643,27.108187961578373,1.0008660825380413,29.109920126654455,25.106455796502292,HON
