date,adj_close,20_ma,20_sd,Upper_Band,Lower_Band,company
2000-01-31,0.09375,0.08938802108168602,0.002446028303652524,0.09428007768899106,0.08449596447438097,MNST
2000-02-01,0.0924479141831398,0.08951822929084301,0.0025391068484991977,0.09459644298784141,0.0844400155938446,MNST
2000-02-02,0.0930989608168602,0.08987630233168602,0.0025123892814500424,0.0949010808945861,0.08485152376878594,MNST
2000-02-03,0.0911458358168602,0.09013671912252903,0.0023471271520753775,0.09483097342667979,0.08544246481837828,MNST
2000-02-04,0.0911458358168602,0.09026692770421504,0.002326123296732074,0.0949191742976792,0.08561468111075089,MNST
2000-02-07,0.09375,0.09062500074505805,0.0022808477959153847,0.09518669633688882,0.08606330515322728,MNST
2000-02-08,0.0904947891831398,0.09078776091337204,0.002138237962010944,0.09506423683739393,0.08651128498935015,MNST
2000-02-09,0.0911458358168602,0.09078776091337204,0.002138237962010944,0.09506423683739393,0.08651128498935015,MNST
2000-02-10,0.0885416641831398,0.09085286483168602,0.0020421841205714047,0.09493723307282882,0.08676849659054321,MNST
2000-02-11,0.08984375,0.09098307304084301,0.0018759313141656307,0.09473493566917426,0.08723121041251175,MNST
2000-02-14,0.0885416641831398,0.09091796875,0.0019390841090743567,0.0947961369681487,0.08703980053185129,MNST
2000-02-15,0.0885416641831398,0.09078776016831398,0.0020091463355923172,0.09480605283949861,0.08676946749712935,MNST
2000-02-16,0.0885416641831398,0.09078776016831398,0.0020091463355923172,0.09480605283949861,0.08676946749712935,MNST
2000-02-17,0.08984375,0.09075520820915699,0.0020193907569713327,0.09479398972309966,0.08671642669521432,MNST
2000-02-18,0.0852864608168602,0.09059244804084302,0.0023165133168455017,0.09522547467453402,0.08595942140715201,MNST
2000-02-22,0.0833333358168602,0.09033203162252904,0.0028012319341218735,0.09593449549077278,0.08472956775428529,MNST
2000-02-23,0.0859375,0.09007161483168602,0.0029592353158933364,0.0959900854634727,0.08415314419989935,MNST
2000-02-24,0.0885416641831398,0.08974609375,0.0027318855807719157,0.09520986491154383,0.08428232258845618,MNST
2000-02-25,0.0891927108168602,0.08971354179084301,0.0027345381696943175,0.09518261813023164,0.08424446545145438,MNST
2000-02-28,0.08984375,0.0896484375,0.002714066648289898,0.09507657079657979,0.08422030420342021,MNST
2000-02-29,0.0872395858168602,0.089322916790843,0.0025835254829907504,0.0944899677568245,0.08415586582486151,MNST
2000-03-01,0.0872395858168602,0.08906250037252902,0.002513498291129776,0.09408949695478858,0.08403550379026947,MNST
2000-03-02,0.0859375,0.08870442733168601,0.0024164359127574935,0.093537299157201,0.08387155550617102,MNST
2000-03-03,0.0859375,0.08844401054084301,0.0024201257172337754,0.09328426197531056,0.08360375910637546,MNST
2000-03-06,0.0872395858168602,0.08824869804084301,0.0023471259120980523,0.09294294986503912,0.0835544462166469,MNST
2000-03-07,0.0885416641831398,0.08798828125,0.0019619561762535317,0.09191219360250706,0.08406436889749293,MNST
2000-03-08,0.0872395858168602,0.08782552108168602,0.0018762268140601502,0.09157797470980632,0.08407306745356573,MNST
2000-03-09,0.0846354141831398,0.0875,0.0018341400780067828,0.09116828015601355,0.08383171984398644,MNST
2000-03-10,0.0885416641831398,0.0875,0.0018341400780067828,0.09116828015601355,0.08383171984398644,MNST
2000-03-13,0.0859375,0.0873046875,0.0017785657945250891,0.09086181908905018,0.08374755591094983,MNST
2000-03-14,0.0872395858168602,0.08723958358168601,0.0017545727615300105,0.09074872910474603,0.083730438058626,MNST
2000-03-15,0.0885416641831398,0.08723958358168601,0.0017545727615300105,0.09074872910474603,0.083730438058626,MNST
2000-03-16,0.0872395858168602,0.08717447966337204,0.001727666537608701,0.09062981273858944,0.08371914658815463,MNST
2000-03-17,0.087890625,0.08707682341337204,0.001620736135350304,0.09031829568407265,0.08383535114267143,MNST
2000-03-20,0.0885416641831398,0.08723958358168601,0.0015947194043594065,0.09042902239040483,0.0840501447729672,MNST
2000-03-21,0.087890625,0.08746744804084301,0.0013067861075611899,0.0900810202559654,0.08485387582572063,MNST
2000-03-22,0.0885416641831398,0.08759765625,0.0012756881413458453,0.09014903253269169,0.08504627996730832,MNST
2000-03-23,0.0885416641831398,0.08759765625,0.0012756881413458453,0.09014903253269169,0.08504627996730832,MNST
2000-03-24,0.08984375,0.08763020820915698,0.0013258516608911038,0.09028191153093919,0.08497850488737478,MNST
2000-03-27,0.0885416641831398,0.08756510391831399,0.0012406700919906839,0.09004644410229536,0.08508376373433262,MNST
2000-03-28,0.087890625,0.08759765587747097,0.0012402205365301619,0.09007809695053129,0.08511721480441065,MNST
2000-03-29,0.0911458358168602,0.08779296837747097,0.001467601334549278,0.09072817104656952,0.08485776570837242,MNST
